kommun;year;value
0680;2016;21.34
0680;2017;21.34
0680;2018;21.34
0680;2019;21.64
0680;2020;21.64
0680;2021;21.64
0680;2022;21.64
0680;2023;21.64
0680;2024;21.64
0680;2025;21.64
0680;2026;21.64
0682;2015;22.19
0682;2016;22.19
0682;2017;22.19
0682;2018;22.19
0682;2019;22.19
0682;2020;22.54
0682;2021;22.54
0682;2022;22.54
0682;2023;22.54
0682;2024;22.54
0682;2025;22.54
0682;2026;22.54
0683;2015;21.12
0683;2016;21.52
0683;2017;21.52
0683;2018;21.52
0683;2019;21.52
0683;2020;21.52
0683;2021;21.52
0683;2022;21.52
0683;2023;21.52
0683;2024;21.52
0683;2025;21.52
0683;2026;21.52
0684;2015;21.92
0684;2016;21.92
0684;2017;21.92
0684;2018;21.92
0684;2019;21.92
0684;2020;21.92
0684;2021;21.92
0684;2022;21.92
0684;2023;21.92
0684;2024;21.92
0684;2025;21.92
0684;2026;21.92
0685;2015;21.51
0685;2016;21.51
0685;2017;21.51
0685;2018;21.51
0685;2019;22.01
0685;2020;22.01
0685;2021;22.01
0685;2022;22.01
0685;2023;22.01
0685;2024;22.01
0685;2025;22.01
0685;2026;22.01
0686;2015;22.26
0686;2016;22.26
0686;2017;22.26
0686;2018;22.26
0686;2019;22.26
0686;2020;22.26
0686;2021;22.26
0686;2022;22.26
0686;2023;22.26
0686;2024;22.26
0686;2025;22.26
0686;2026;22.26
0687;2015;21.41
0687;2016;21.41
0687;2017;21.41
0687;2018;22.01
0687;2019;22.01
0687;2020;22.01
0687;2021;22.01
0687;2022;22.11
0687;2023;22.01
0687;2024;22.01
0687;2025;22.01
0687;2026;22.01
0760;2015;21.61
0760;2016;21.61
0760;2017;21.61
0760;2018;21.61
0760;2019;21.61
0760;2020;22.0
0760;2021;22.0
0760;2022;21.9
0760;2023;21.8
0760;2024;21.8
0760;2025;21.8
0760;2026;21.8
0761;2015;21.81
0761;2016;21.81
0761;2017;21.81
0761;2018;21.81
0761;2019;21.81
0761;2020;21.81
0761;2021;21.81
0761;2022;21.81
0761;2023;21.81
0761;2024;21.81
0761;2025;21.81
0761;2026;21.81
0763;2015;21.07
0763;2016;21.07
0763;2017;21.07
0763;2018;21.07
0763;2019;21.07
0763;2020;22.0
0763;2021;22.0
0763;2022;22.0
0763;2023;22.0
0763;2024;22.0
0763;2025;22.0
0763;2026;22.0
0764;2015;21.42
0764;2016;21.42
0764;2017;21.42
0764;2018;21.42
0764;2019;21.42
0764;2020;21.42
0764;2021;21.42
0764;2022;21.42
0764;2023;21.42
0764;2024;21.42
0764;2025;21.42
0764;2026;21.42
0765;2015;20.96
0765;2016;20.96
0765;2017;20.96
0765;2018;20.96
0765;2019;20.96
0765;2020;20.96
0765;2021;20.96
0765;2022;21.86
0765;2023;21.86
0765;2024;21.86
0765;2025;21.86
0765;2026;21.86
0767;2015;21.31
0767;2016;21.31
0767;2017;21.31
0767;2018;21.31
0767;2019;21.31
0767;2020;21.31
0767;2021;21.31
0767;2022;21.31
0767;2023;21.31
0767;2024;21.31
0767;2025;21.31
0767;2026;21.31
0780;2015;20.19
0780;2016;20.19
0780;2017;20.19
0780;2018;20.19
0780;2019;20.19
0780;2020;20.19
0780;2021;20.19
0780;2022;20.19
0780;2023;20.19
0780;2024;20.19
0780;2025;20.19
0780;2026;20.19
0781;2015;21.07
0781;2016;21.07
0781;2017;21.07
0781;2018;21.07
0781;2019;21.07
0781;2020;21.07
0781;2021;21.07
0781;2022;21.07
0781;2023;21.07
0781;2024;21.07
0781;2025;21.07
